Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
973,8977659,eghannoum,"2023-09-02 23:46:12",0.79331,9,eghannoum
974,10810974,TomoNishimura,"2023-09-02 23:31:15",0.79331,1,tomonishimura
975,10849545,Yasir,"2023-09-13 10:12:28",0.79331,6,yasiir
976,10827393,"Chase Carlson","2023-09-21 05:21:18",0.79331,2,chaser260
977,10898658,"Ivan Lytsin","2023-09-21 22:24:51",0.79331,1,mrvaneez
978,10953564,chupitosss,"2023-09-29 13:45:00",0.79331,6,chupitosss
979,10946308,"ZERO ERROR 4O4","2023-09-28 02:07:42",0.79331,2,zeroerror4o4
980,10962762,"Sejal Anand","2023-10-02 19:46:48",0.79331,2,sejal2309
981,10993541,"Arseniy Belousov","2023-10-04 15:58:49",0.79331,1,arseniybelousov
982,11052385,suneethjerri7,"2023-10-11 15:52:48",0.79331,1,suneethjerri7
983,11054942,"Liamani El Mahdi","2023-10-16 20:54:04",0.79331,8,liamanielmahdi
984,11091004,"Liwu Jiang","2023-10-19 04:01:56",0.79331,11,liwujiang
985,10717676,shivam6862,"2023-10-24 13:15:13",0.79331,30,shivam6862
986,11069807,sebasmars,"2023-10-23 12:36:28",0.79331,8,sebasmars
987,11102327,florallam,"2023-10-24 15:26:43",0.79331,4,florallam
988,11150515,"Thanh Long Dao","2023-10-29 19:23:34",0.79331,1,thanhlongdao
989,10814449,"Kayode Abereowo","2023-09-03 03:39:02",0.79307,9,kaygatsby
990,10590352,"Maria Vitoria Melato","2023-09-21 00:10:12",0.79307,18,mariavitoriamelato
991,10463868,"savio coelhoif123","2023-09-21 00:18:56",0.79307,17,saviocoelhoif123
992,10975633,abelloe,"2023-09-28 20:17:28",0.79307,1,abelloe
993,8673205,"Franco Faundez Cabion","2023-10-06 03:13:34",0.79307,7,francofaundez
994,11012009,"Edoardo Bianchi","2023-10-06 14:54:53",0.79307,10,edoardobianchi
995,10881434,"Philip Nelson","2023-10-17 12:15:58",0.79307,3,philipnelson87
996,11099630,RinaIshitsuji,"2023-10-20 07:38:02",0.79307,2,rinaishitsuji
997,11102874,matmatboo,"2023-10-23 13:49:24",0.79307,3,matmatboo
998,11098752,Tanmay,"2023-10-21 21:15:18",0.79307,3,tanmay47
999,11095723,"Asif Iqbal Khan","2023-10-22 07:48:41",0.79307,6,asif2001
1000,10543589,FelipheAraujo,"2023-09-16 00:53:33",0.79284,3,feliphearaujo
1001,10919204,齊藤遼斗,"2023-09-15 06:57:36",0.79284,1,haruto0326
1002,9197840,ShraddhaP04,"2023-09-16 16:06:41",0.79284,2,shraddhap04
1003,10930765,"Geralt Gurusinghe","2023-09-18 09:33:52",0.79284,6,geraltgurusinghe
1004,10930135,"Jeet Dhanesha","2023-09-20 15:41:11",0.79284,3,kurotakuto
1005,10955272,H3ste1,"2023-09-25 12:57:15",0.79284,5,h3ste1
1006,10978065,the-usman,"2023-10-22 12:41:27",0.79284,12,theusman
1007,10996730,"Abdulazeez Musah","2023-10-05 15:05:46",0.79284,3,abdulazeezmusah
1008,11015723,"Joji Joseph","2023-10-07 06:05:55",0.79284,2,jojiii
1009,11051526,duanguolei,"2023-10-12 00:56:46",0.79284,11,duanguolei
1010,11010085,"(Simon + Niels) H","2023-10-14 09:50:07",0.79284,15,"nielssh,simonhilbard"
1011,10739980,"Jaber Ben Tayeb","2023-10-19 15:49:49",0.79284,1,jaberbentayeb
1012,11112412,"Pablo Poletti","2023-10-22 22:48:15",0.79284,1,pablop2
1013,11094004,"Chukwudi E. Asibe","2023-10-25 15:54:01",0.79284,1,chukwudieasibe
1014,11060015,"Derrick Ma","2023-10-26 17:17:29",0.79284,3,dma2024
1015,10499348,henryanand,"2023-10-28 15:31:51",0.79284,2,"ahmadnadil,henryanand,matthewmahendra"
1016,10924076,gigabateman,"2023-09-16 03:46:58",0.79261,1,gigabateman
1017,10934791,"Minh Nguyễn Hoàng","2023-09-18 16:39:32",0.79261,1,minhnguynhong
1018,10937011,"Krishna Harsha M","2023-09-19 11:46:03",0.79261,1,krishnaharsham
1019,10976047,"Jordan Yearsley","2023-09-27 08:45:13",0.79261,2,jordanyearsley
1020,10992228,SolomonEmmanuel1611,"2023-10-02 18:57:42",0.79261,1,solomonemmanuel1611
1021,10987992,"Ritesh Jaiswar","2023-10-04 07:01:12",0.79261,2,riteshjaiswar
1022,11040490,"Efe ERKAN","2023-10-19 16:41:13",0.79261,3,efeerkan
1023,11079250,"Listener Lis","2023-10-20 08:15:00",0.79261,7,listenerlis
1024,11045395,"Sandra Bienias","2023-10-19 09:39:49",0.79261,11,smaltsalamander
1025,11085378,AleksMäthuRöbi,"2023-10-23 20:01:36",0.79261,3,robinzuellig
1026,10832873,ahich1,"2023-09-04 14:24:27",0.79237,1,ahich1
1027,10913873,"Takuro Ebuchi","2023-09-19 09:51:23",0.79237,3,takuroebuchi
1028,10995674,"Rohit Bose","2023-10-02 02:53:41",0.79237,4,rohitkrbose
1029,10994276,razanaqvi14,"2023-10-02 15:51:58",0.79237,8,razanaqvi14
1030,11015490,"Syed Ahmed Shah","2023-10-05 08:46:51",0.79237,1,syedahmedshah
1031,8401233,"Parth Gohil","2023-10-09 08:27:39",0.79237,2,parth215
1032,11108405,alihansagoz,"2023-10-21 20:56:37",0.79237,4,alihansagoz
1033,11124698,"Adni Alaydrus","2023-10-25 15:21:17",0.79237,2,adnialaydrus
1034,10779054,"JAIGANESAN N","2023-09-13 06:22:10",0.79214,1,jaiganesann
1035,10858282,"Chama EL KASRI","2023-09-16 01:39:23",0.79214,1,chamaelkasri
1036,10982744,"Daniel Carl Fox","2023-09-29 14:21:38",0.79214,5,danielcarlfox
1037,10426405,"Behnam Baloochy","2023-10-01 07:30:42",0.79214,29,behnambaloochy
1038,10989574,"Kelvin Li","2023-10-03 15:34:49",0.79214,4,"kevinization123,likwunlung"
1039,11014764,"Dimitris Bouttner","2023-10-19 15:46:09",0.79214,18,dimitrisbouttner
1040,11053174,"Felipe Sanhueza Wagner","2023-10-11 17:44:58",0.79214,1,felipesanhuezawagner
1041,9275857,"Thomas Hardy","2023-10-14 13:52:19",0.79214,3,thomashardy3887
1042,11062061,fea2fwa,"2023-10-24 01:49:40",0.79214,10,fea2fwa
1043,11165149,"Paul Longour","2023-10-31 22:57:41",0.79214,1,paullongour
1044,10886100,"Álvaro Raya","2023-09-08 12:07:03",0.79191,1,lvaroraya
1045,10230302,"Ильдар Ахметов","2023-09-19 22:18:15",0.79191,2,ildarakhm
1046,10262285,"Divyansh Nautiyal","2023-09-23 14:37:12",0.79191,2,divyanshnautiyal
1047,10959493,"Szymon Siemieniuk","2023-09-26 17:42:48",0.79191,24,szymonsiemieniuk
1048,11000983,"Panagiotis Antoniozas","2023-10-04 22:04:31",0.79191,2,panagiotisantoniozas
1049,10631535,Ema93sh,"2023-10-06 03:21:22",0.79191,2,ema93sh
1050,11020129,田浦央登,"2023-10-06 05:55:05",0.79191,3,hi210245
1051,11012907,baltricks,"2023-10-08 12:43:03",0.79191,4,baltricks
1052,11038126,"Alex Muresan","2023-10-09 13:16:47",0.79191,3,alexmuresan
1053,11037350,"Sergey “Kuuuzya” Kuznetsov","2023-10-09 19:25:13",0.79191,2,kuuuzya
1054,11116995,Pat_PaN,"2023-10-23 16:06:42",0.79191,1,patpan
1055,10558182,"Paloma Estevam","2023-09-12 00:32:05",0.79167,1,palomaestevam
1056,10806539,Nelle,"2023-09-23 21:36:09",0.79167,1,nellenelle
1057,10944670,"Marcus Ong WeiM","2023-09-24 18:41:31",0.79167,9,marcusongweim
1058,10966538,minyounge17,"2023-09-27 03:34:20",0.79167,3,minyounge17
1059,10931164,"Phillip McDonnell","2023-09-30 22:48:59",0.79167,1,phildough
1060,10869064,"Avijeet Shil","2023-10-06 04:16:34",0.79167,13,avijeetshil1504052
1061,11015144,uec_2110572,"2023-10-05 11:12:06",0.79167,2,keitamaihara
1062,11067880,persaeus,"2023-10-17 09:09:54",0.79167,10,persaeus
1063,11090555,ClementCalu,"2023-10-24 16:24:16",0.79167,4,clementcalu
1064,11120831,"Adam Pigwe","2023-10-24 01:58:23",0.79167,1,adampigwe
1065,10163191,"Eduard Stan","2023-10-25 07:33:30",0.79167,1,edystan
1066,11130604,"Enes Gücükoğlu","2023-10-27 01:26:04",0.79167,3,enesgckolu
1067,10995135,IamDal,"2023-10-30 10:43:45",0.79167,15,iamdal
1068,11164214,"Md Abdur Razzak Khan","2023-10-31 18:58:03",0.79167,4,khanrazzak
1069,10863788,"Korneva Tatiana","2023-09-11 15:21:27",0.79144,14,kortana
1070,10926050,"Jacob Mcbee","2023-09-19 13:20:51",0.79144,6,jmcbee
1071,10858861,OficialMark,"2023-09-20 21:23:24",0.79144,2,oficialmark
1072,10741424,"mahdi syed","2023-09-22 05:54:32",0.79144,1,mahdisyed
1073,10962236,kushagra,"2023-09-24 15:41:50",0.79144,2,kushuu
1074,10965009,Lelouchun,"2023-09-26 04:21:00",0.79144,1,lelouchun
1075,10988259,"Ale uy","2023-09-29 19:26:45",0.79144,3,lasm1984
1076,11038587,"Aniruddha Alkari","2023-10-19 06:34:20",0.79144,2,aniruddhaalkari
1077,11046705,"Sushree Swain","2023-10-10 13:38:23",0.79144,1,sushreeswain
1078,11044637,"M. W.","2023-10-10 20:37:30",0.79144,1,mwllhf
1079,11076732,"Abhinav Jain","2023-10-18 06:42:42",0.79144,4,abhinav094
1080,11100500,Mathine,"2023-10-20 02:13:25",0.79144,1,yjh1239
1081,11122579,"Anika Murarka","2023-10-24 13:17:52",0.79144,6,anikamurarka
1082,11140944,"Albert Zaqaryan","2023-10-27 12:23:46",0.79144,1,albertzaqaryan
1083,10815996,kwkd-h-ueda,"2023-10-30 08:00:21",0.79144,3,kwkdhueda
1084,11154931,Pprakashbabu130602,"2023-10-30 10:06:59",0.79144,1,pprakashbabu130602
1085,11092923,"Odunola Akimu Mosebolatan ","2023-10-30 19:50:50",0.79144,4,odunolaakimu
1086,10863847,"Kaine Taylor","2023-09-03 14:40:24",0.79120,1,kaineyamashiro
1087,10865895,"Stephanis Koukis","2023-09-04 07:02:21",0.79120,1,stephaniskoukis
1088,10841094,"Jorge Davila Lopez","2023-09-10 17:32:18",0.79120,9,jorgedavilalopez
1089,10807920,*___geometry___*qwq,"2023-09-13 06:57:55",0.79120,2,geometryqwq
1090,10919746,岡山大暉,"2023-09-15 06:34:51",0.79120,1,okataki
1091,10922265,"Toàn Nguyễn Khánh","2023-09-16 10:59:35",0.79120,1,toannguynkhnh
1092,10927876,"Yousef Mohamed20","2023-09-22 22:15:27",0.79120,11,yousefmohamed20
1093,10891546,"Dinank Soni","2023-09-24 11:15:37",0.79120,18,dinanksoni
1094,10855333,"Matt Dotsey","2023-09-28 20:47:06",0.79120,2,mattdotsey
1095,10951769,"Enzo Fabrizio Stefano Cisneros Collazos","2023-09-30 05:39:56",0.79120,3,ecisneros
1096,8532988,"Shivyansh Garg","2023-09-29 15:43:35",0.79120,2,shivyanshgarg
1097,11004517,"Assen Anev","2023-10-03 11:41:05",0.79120,9,assenanev
1098,11016948,"Sahar Jarboui","2023-10-05 17:25:05",0.79120,1,saharjarboui
1099,11091737,"Emre Kucuk","2023-10-29 15:32:03",0.79120,6,emrekuecuek
1100,10863726,"Francesco Manfredi","2023-10-30 20:46:27",0.79120,4,francescomanfredi
1101,11161472,"Carlos #2","2023-10-31 20:15:52",0.79120,4,casasi
1102,10851610,"Hitesh Wadhwa","2023-09-06 22:42:25",0.79097,1,hiteshwadhwa056
1103,10902784,"amlan bag","2023-09-12 19:23:14",0.79097,3,amlanbag
1104,10933930,Tarun,"2023-09-20 09:45:16",0.79097,2,taruntejae
1105,10891407,"Gautam Ashok","2023-09-23 04:46:29",0.79097,1,gautamashok
1106,10870505,"Godson Ntungi","2023-09-26 20:31:26",0.79097,2,godsonntungi
1107,10858049,Siva0310,"2023-09-29 10:35:26",0.79097,3,siva0310
1108,10879253,RahalKanishka,"2023-09-29 21:13:05",0.79097,5,rahalkanishka
1109,10940137,"HEBERT ELIAS PALMERA BUELVAS","2023-10-01 00:04:39",0.79097,1,hebertelias
1110,9637308,"Yossapas Buaon","2023-10-03 16:54:31",0.79097,1,yossabourne
1111,11016723,"Mehadi Hasan Bijoy","2023-10-05 17:12:56",0.79097,4,islamic
1112,11026921,"Brian Yu","2023-10-09 21:06:22",0.79097,2,boyuanyu01
1113,10088157,"Suresh Goswami","2023-10-18 10:47:43",0.79097,4,sureshgoswami
1114,10954117,"Juan Pablo Bello","2023-10-25 00:54:06",0.79097,2,locke555
1115,9714882,"Ayoub Chana","2023-10-30 21:59:22",0.79097,2,ayoubchana
1116,10919508,"Haruna Takada","2023-09-15 06:43:23",0.79074,1,harunatakada
1117,10919497,瀧澤琴萌,"2023-09-15 06:49:39",0.79074,1,mokotenntou
1118,10927124,Mahmoud.Y.,"2023-09-17 10:46:40",0.79074,1,mahmoudy
1119,10930254,"Ignacio Martin","2023-09-17 20:28:38",0.79074,4,nacmartin
1120,11065501,"Alexandros Intzek","2023-10-13 20:34:04",0.79074,1,alexandrosintzek
1121,11080478,"Sarath Jyothis","2023-10-18 18:59:44",0.79074,1,sarathjyothis
1122,11040473,"Abdullah Umut Hamzaoğulları","2023-10-21 20:14:41",0.79074,4,ultiminati
1123,9798937,"Cindy Hua","2023-10-24 13:19:34",0.79074,4,studyduude
1124,11112403,"Yidao Tianxia","2023-10-24 14:21:28",0.79074,1,yidaotianxia
1125,10826939,"Samuel Senne","2023-10-26 20:24:09",0.79074,5,samuelsenne
1126,10812789,sc0v1n0,"2023-10-28 20:57:08",0.79074,6,sc0v1n0
1127,10864254,paulusmedina,"2023-09-08 22:45:55",0.79050,2,paulusmedina
1128,10891442,"Sophia Liu ","2023-09-09 20:00:11",0.79050,2,sophialiucs
1129,10919231,竹中勇輝,"2023-09-15 06:40:12",0.79050,1,takenakayuuki
1130,10919258,増本彩未翔,"2023-09-15 06:55:38",0.79050,1,masumotoamika
1131,10917034,"Kristiyan Sakalyan","2023-09-16 23:23:34",0.79050,15,kristiyan
1132,10935679,"Kareem Ayman","2023-09-19 03:01:58",0.79050,4,queenlover
1133,10893487,"yukihito jokyu","2023-10-13 06:22:01",0.79050,9,yukihitojokyu
1134,10988314,"Javier Pérez Vargas","2023-09-30 22:31:43",0.79050,7,javierprezvargas
1135,11000961,"Nicolas Boudier","2023-10-06 20:18:02",0.79050,5,nicolasboudier
1136,11056675,fulei,"2023-10-16 08:31:57",0.79050,3,fulei2017
1137,8711770,Mario160,"2023-10-22 17:35:13",0.79050,4,mario160
1138,10047202,"Nolan Wu","2023-10-30 13:47:56",0.79050,8,nolanwu
1139,11104422,aman_maurya07,"2023-10-27 05:12:10",0.79050,1,amanmaurya07
1140,10966091,"Helena Schelling","2023-10-27 07:15:25",0.79050,4,helenaschelling
1141,11141616,whensun,"2023-10-28 10:24:53",0.79050,1,mencobamenjadipintar
1142,11135003,DanielCorydonP,"2023-10-30 13:36:16",0.79050,2,danielcorydonp
1143,9171986,"FELIPE M PRIOTTO","2023-10-31 21:37:12",0.79050,2,felipempriotto
1144,10875421,KaggleFLo,"2023-09-06 11:50:05",0.79027,1,kaggleflo
1145,10841859,"Rizwan Ahmed Abbasi","2023-09-11 18:14:48",0.79027,2,rizwanahmedabbasi
1146,10853864,"Margot Nina Maggioni","2023-09-12 10:23:48",0.79027,1,margotninamaggioni
1147,10590281,"Sthefani Maximiano","2023-09-21 00:57:46",0.79027,5,sthefanimaximiano
1148,10919301,"Kanra Ishido","2023-09-15 06:29:42",0.79027,1,kanraishido26
1149,10931278,YuiH,"2023-09-22 00:50:02",0.79027,2,yuichiroharuta
1150,10875377,"Subhanga Upadhyay","2023-09-21 20:45:07",0.79027,1,subhangaupadhaya
1151,10953133,"Rahul Solanki","2023-09-22 13:47:13",0.79027,1,solankirahulfr
1152,10914743,"Sunny Venkatesh","2023-10-18 10:41:57",0.79027,9,mlin34
1153,10863408,danibt656,"2023-10-02 18:24:41",0.79027,1,danibt656
1154,10905834,"The Data DJ","2023-10-03 20:14:42",0.79027,3,davidroguez
1155,11010102,virginia,"2023-10-04 09:16:44",0.79027,1,bordigno
1156,11022109,Dinuja123,"2023-10-06 14:35:41",0.79027,2,dinuja123
1157,11074265,AT_LY_RK,"2023-10-17 17:39:34",0.79027,13,"adityatakkar,lalakyadav,rushilkhullar"
1158,11086653,lkfd23,"2023-10-20 15:20:25",0.79027,1,lkfd23
1159,11099113,"Brayan Valle S","2023-10-20 19:52:07",0.79027,1,brayanvalles
1160,11163199,Luke,"2023-10-31 16:09:36",0.79027,3,lincent2
1161,10855083,JCPSA01752030,"2023-09-05 14:56:56",0.79003,6,jcpsa01752030
1162,10951971,"Donggyu Kim","2023-09-30 07:24:19",0.79003,1,applelynx
1163,10990848,"Garv Sethi","2023-09-30 12:12:27",0.79003,3,garvsethi
1164,10982776,softmax!!,"2023-10-02 14:13:42",0.79003,3,vaibhavsanepara
1165,11015646,Bapttt,"2023-10-07 15:28:52",0.79003,7,bapttt
1166,10982965,"Sanjibani Banerjee","2023-10-11 05:46:28",0.79003,23,sanjibanibanerjee
1167,11051340,tumbledsea,"2023-10-11 15:47:55",0.79003,1,tumbledsea
1168,10845831,Kirom,"2023-10-18 16:49:15",0.79003,1,ken00113300
1169,11131833,"Kutuzov Ivan","2023-10-26 19:25:22",0.79003,3,gfeski
1170,10919480,なかじょう裕之,"2023-09-15 06:30:53",0.78980,1,nakajo
1171,10974496,Pedro.est9,"2023-09-30 21:31:12",0.78980,3,pedroest9
1172,11006471,Kedar14,"2023-10-06 15:10:53",0.78980,9,kedar14
1173,10978840,Eudald,"2023-10-05 14:24:31",0.78980,1,eudald16
1174,9017400,"Joao Vitor","2023-10-17 04:37:27",0.78980,7,archxv
1175,11084536,"Nanditha Thomas1","2023-10-18 05:47:32",0.78980,1,nandithathomas1
1176,11086027,SoaR,"2023-10-20 15:47:27",0.78980,2,"lurchy00,notosina"
1177,11136379,"Job Kamwaro","2023-10-26 18:14:49",0.78980,1,jobkamwaro
1178,11144422,"Diana Gonzales","2023-10-28 05:41:40",0.78980,1,dianagonzales
1179,11138550,"于木 长林","2023-10-29 09:03:31",0.78980,1,w2264002494
1180,10844823,"Shubham Bhandarkar","2023-09-10 09:27:25",0.78957,1,shubhambhandarkar
1181,9354710,"Balasankula Sai Chaitanya","2023-09-12 05:19:27",0.78957,1,saibala08
1182,10839477,"Batuhan Başak","2023-09-16 22:11:29",0.78957,3,batuhanbaak
1183,10916018,"Dileep Nagireddygari","2023-09-17 08:26:27",0.78957,5,dileepnagireddygari
1184,10963126,"Piotr Wolinski","2023-09-24 20:50:11",0.78957,1,piotrwolinski
1185,10916475,"king of dakness","2023-10-05 16:07:22",0.78957,6,kingofdakness
1186,11021886,"Joshua Suppiah","2023-10-06 12:50:18",0.78957,2,joshuasuppiah
1187,11018542,"Eric Toal","2023-10-19 21:59:52",0.78957,10,"bobbymorgan,crocerandazzo,erictoal,leebryan114"
1188,11076745,"Aditya Mahajan","2023-10-17 15:22:31",0.78957,1,aditya1602
1189,10482677,gidler,"2023-10-17 17:43:58",0.78957,2,gidler
1190,11096303,"Pablo Morejón","2023-10-21 13:37:22",0.78957,1,pablomdelgado
1191,10942444,"Sarthak Agarwal","2023-09-20 08:40:28",0.78933,1,sarthakagarwal4043
1192,10961613,EVIOLT,"2023-09-26 12:49:09",0.78933,3,eviolt
1193,10972285,"Univ. Bolivariana","2023-09-26 13:35:06",0.78933,1,univbolivariana
1194,10978042,"Elmo Aphiwetsaa","2023-09-29 16:10:15",0.78933,4,elmoaphiwetsaa
1195,10684487,"Davide Ligari","2023-10-07 13:48:42",0.78933,6,davideligari
1196,11051416,"Wonjun Lee","2023-10-11 08:27:53",0.78933,1,aboutwonjun
1197,11044390,"Aleksey Ryabinskiy","2023-10-14 08:53:33",0.78933,3,alekseyryabinskiy
1198,11064492,"Richard Kilea","2023-10-13 15:30:59",0.78933,1,richardkilea
1199,11062001,"Ryan Weiler","2023-10-17 05:49:29",0.78933,1,ryanweiler
1200,11096148,"june juice","2023-10-19 14:10:29",0.78933,5,junejuice
1201,11109270,"Javen Huang67","2023-10-22 11:29:59",0.78933,2,javenhuang2
1202,11142760,HuMan,"2023-10-27 18:29:46",0.78933,2,humoon88
1203,11093377,Anthony-B2,"2023-10-31 17:15:53",0.78933,6,anthonyb2
1204,10718492,"Fazil Fahim","2023-09-02 15:50:16",0.78910,1,fazilfahim
1205,10815341,"Joe Ross","2023-09-04 01:29:29",0.78910,11,jross999
1206,10868793,"Amir Braham","2023-09-04 23:27:30",0.78910,1,amirbrahamm
1207,10874634,"Rao Nauman","2023-09-07 13:59:45",0.78910,7,raonauman
1208,10942692,"Reika Sasaki","2023-09-20 09:46:03",0.78910,1,reikasasaki
1209,10933252,Gowtham0220,"2023-09-20 12:28:02",0.78910,1,gowtham0220
1210,10922436,"Otmane Sajid","2023-10-01 15:23:25",0.78910,14,otmanesajid
1211,9799877,"dominic dimarco","2023-10-12 19:59:44",0.78910,4,dominicdimarco
1212,11083940,BilluartJeremy,"2023-10-17 11:23:11",0.78910,2,billuartjeremy
1213,11093267,Aleksandr09101980,"2023-10-21 01:18:18",0.78910,3,aleksandr09101980
1214,11122389,"Kacper Benner","2023-10-24 08:42:25",0.78910,1,kacperbenner
1215,11121523,"YIN HANYANG","2023-10-30 07:58:19",0.78910,21,yinhanyang
1216,11136104,abc718344719,"2023-10-27 03:56:02",0.78910,1,abc718344719
1217,11139587,"VEDA SAI PRIYA","2023-10-27 06:56:15",0.78910,1,vedasaipriya
1218,11084406,hslu_abu,"2023-10-31 14:43:53",0.78910,3,hsluabu
1219,11150119,"Berkay Sag","2023-10-31 20:19:39",0.78910,5,berkaysag
1220,10871553,"liam falus","2023-09-06 20:55:52",0.78887,6,liamfalus
1221,10820699,Mutahar,"2023-09-13 14:30:41",0.78887,17,mmalam
1222,10919203,外崎未空,"2023-09-15 06:39:06",0.78887,2,tonoiu
1223,10919507,西原拓海,"2023-09-15 07:01:45",0.78887,1,nishihara2480
1224,10935933,"Kibi Dango","2023-09-19 03:27:16",0.78887,1,kibidango
1225,10972960,A.Ishibashi,"2023-09-26 15:30:33",0.78887,2,akihiroishibashi
1226,10992600,"elhadi chiter","2023-10-01 10:24:08",0.78887,7,elhadichiter
1227,10934072,"Mauricio Ortiz","2023-10-04 14:26:18",0.78887,1,mounice
1228,10983935,"Fernando Miranda-Mendoza","2023-10-10 17:53:13",0.78887,1,fermirmen
1229,11129709,cb987579,"2023-10-31 09:10:23",0.78887,4,cb987579
1230,11135673,"Stanley Berger","2023-10-26 14:52:07",0.78887,1,stanleyberger
1231,11143159,"Krishna Kishore Penta","2023-10-27 19:39:41",0.78887,1,krishnakishorepenta
1232,11056418,antwils5,"2023-10-28 03:31:57",0.78887,3,antwils5
1233,10934548,"Jack Huffman5519","2023-10-30 00:41:45",0.78887,1,jackhuffman5519
1234,10872186,"Mateus Marcuzzo","2023-09-06 00:35:31",0.78863,1,mmarcuzzo
1235,10879574,"Manas Kumar","2023-09-07 06:04:10",0.78863,1,manas28
1236,10881705,"Norton Guo","2023-09-10 14:22:44",0.78863,1,nortonguo
1237,10905177,"Morteza Hatami","2023-09-14 13:37:07",0.78863,4,mhatami
1238,10930182,"Magdalena Dusza","2023-09-20 09:46:36",0.78863,1,lenadusza
1239,10999585,Mr.64891901,"2023-10-03 02:08:34",0.78863,1,mr64891901
1240,11013783,IrisIris,"2023-10-05 01:19:25",0.78863,1,kkkkkkc
1241,11016105,"shikhar samrat","2023-10-05 15:07:22",0.78863,1,shikharsamrat
1242,11036151,"Kaidrian Ottley","2023-10-08 23:50:00",0.78863,1,kaidrianottley
1243,11036058,zenwraight,"2023-10-09 04:27:06",0.78863,12,zenwraight
1244,11043487,maxxx.sh,"2023-10-10 05:06:09",0.78863,1,maxxxsh
1245,11054813,"Lonely Lian","2023-10-14 16:39:11",0.78863,1,liannnnn
1246,11053342,"Mehmet Örs","2023-10-21 21:05:48",0.78863,4,mehmetors
1247,11063279,"Dilara Simsek","2023-10-21 20:47:45",0.78863,1,dilarasimsek
1248,11126184,"Mehmet Mert Kurt","2023-10-25 16:20:49",0.78863,8,mehmetmertkurt
1249,11158676,"Dongwei Li","2023-10-31 08:45:05",0.78863,1,dwlqob
1250,11164262,"LucasG Inacio","2023-10-31 22:38:45",0.78863,3,lucasginacio
1251,10871064,"Alex #13","2023-09-06 14:22:38",0.78840,1,alex797
1252,10889143,"Ilia Dmitriev","2023-09-09 10:43:08",0.78840,1,iliadmitriev
1253,10817659,TimeSe,"2023-09-14 15:07:31",0.78840,1,timese
1254,10916131,yfukuhara,"2023-09-14 21:27:26",0.78840,1,yfukuhara
1255,10919202,Daiki.Owa,"2023-09-15 06:45:39",0.78840,2,daiki18
1256,10919511,YunaSu,"2023-09-15 07:11:12",0.78840,1,yunasu
1257,10940069,StephaneMboko,"2023-09-19 20:13:27",0.78840,4,stephanemboko
1258,10944623,"Vaibhav avhad","2023-09-23 18:24:38",0.78840,6,valive32
1259,11004305,"Pluie Soleil","2023-10-07 09:14:14",0.78840,6,pluiesoleil
1260,11006689,たなかこうた,"2023-10-07 10:18:23",0.78840,1,quota04
1261,10591883,"George Serban","2023-10-12 12:32:08",0.78840,5,georgeserban
1262,11063212,Stas_Travin,"2023-10-19 07:27:35",0.78840,11,travin5
1263,11110519,"Guillaume Cazier","2023-10-22 10:20:52",0.78840,1,guillaumecazier
1264,11050511,"Junghun Lee","2023-10-31 11:42:38",0.78840,7,junghunleephd
1265,11102200,Highwook,"2023-10-30 03:40:09",0.78840,1,highwook
1266,11155882,hdk990425,"2023-10-31 10:06:37",0.78840,9,hdk990425
1267,10712104,"Luca Razzi","2023-09-04 14:24:28",0.78816,1,lrockets2022
1268,10864560,"Abdullah Siddiqui","2023-09-04 17:44:02",0.78816,1,abdullah754siddiqui
1269,10763523,HobinChoi,"2023-09-09 07:27:13",0.78816,1,hobinchoi
1270,10919206,NeoI_44,"2023-09-15 06:33:26",0.78816,2,neoi44
1271,10919205,haototto,"2023-09-15 06:41:36",0.78816,1,haototto
1272,10919906,ySugawara,"2023-09-15 06:53:38",0.78816,1,yuriiiiii
1273,10994248,"ASWIN M R","2023-10-01 13:22:12",0.78816,1,aswinmr
1274,10942464,"Rishika Angadi","2023-10-09 03:48:20",0.78816,1,rishikaangadi
1275,10961623,"[Deleted] 556c5164-aec7-4751-8279-ba3597b198d2","2023-10-13 09:31:02",0.78816,3,del=1953e9b5d3684aca
1276,10600452,"Arunabh Saikia","2023-10-14 16:26:30",0.78816,1,arunabhsaikia1
1277,8332141,BoxuanZhang-BJUT,"2023-10-15 13:16:13",0.78816,1,boxuanzhangbjut
1278,11065689,emineuy,"2023-10-19 21:18:53",0.78816,1,emineuy
1279,11106233,Brentimus,"2023-10-25 18:43:55",0.78816,8,brentimus
1280,11123113,"alon ron","2023-10-26 09:14:00",0.78816,4,alonron
1281,11085983,AleksRadovic,"2023-10-26 17:24:17",0.78816,1,aleksradovic
1282,11147501,"Aarushi Saluja","2023-10-29 14:26:01",0.78816,10,aarushisaluja
1283,11117251,"João Pedro","2023-10-30 18:59:50",0.78816,1,joaopedromorais1989
1284,10792753,"Waleed Khan","2023-10-31 22:51:50",0.78816,1,waleedkhan123
1285,10860894,HamzaBayram019,"2023-09-02 15:08:59",0.78793,8,hamzabayram019
1286,10880831,renzunmin,"2023-09-12 23:13:24",0.78793,2,renzunmin
1287,10919915,nousouhirokuyi,"2023-09-15 07:45:44",0.78793,1,nousouhirokuyi
1288,10916697,"Jesus Ferney Salazar Carpio","2023-09-18 13:58:00",0.78793,1,mrcodepy
